,index,idle_time,cycle_count,steps
0,lane_l_10,0.0,0.0,1434.36
1,lane_l_9,0.0,0.0,1437.28
2,lane_l_8,0.0,0.0,1438.54
3,lane_l_7,0.0,0.02,1435.0
4,lane_l_6,0.0,0.0,1439.5
5,lane_l_5,0.0,0.0,1420.16
6,lane_l_4,0.24,0.0,1445.6
7,lane_l_3,0.28,0.0,1433.16
8,lane_l_2,323.48,64.86,1599.26
9,lane_l_1,400.1,71.74,1643.6
